Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Focus Position,Rank,Status
W. Atkinson,Southend United,Southend United,"LCMF, RCMF",32,150000,2022-01-31,3,235,0,0.0,0,0.02,17.62,39.13,England,England,right,178,67,no,5.36,7.66,45.0,1.53,50.0,0.77,1.25,0.0,1.15,1.88,2.68,1,0.38,0,0.0,0.38,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.77,0.0,0.38,0.0,0.38,0.0,0.0,2.3,16.67,4.6,16.67,0.38,1.53,0.77,13.4,0.77,0.38,27.19,81.69,6.13,68.75,6.13,93.75,8.43,81.82,24.89,86.15,1.53,50.0,17.3,19.86,0.01,0.77,0.0,0.38,0.38,0.0,0.0,3.06,75.0,1.53,50.0,0.38,0.0,1.15,0.0,3.06,62.5,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
A. Raikhy,Stockport County,Stockport County,"DMF, RCMF, CF",18,150000,2023-06-30,4,228,0,0.19,0,0.0,18.95,35.42,England,"England, India",right,183,73,yes,7.5,5.53,50.0,3.55,44.44,0.39,0.81,0.0,4.34,8.92,1.58,1,0.39,0,0.0,1.97,0.0,0,0.0,0.07,0,0.0,2,0.79,50.0,0.0,0.0,0.39,100.0,0.0,0.0,0.39,100.0,0.39,3.16,37.5,6.71,17.65,1.18,0.39,0.39,15.0,0.39,0.0,24.47,80.65,7.5,57.89,4.34,90.91,6.71,88.24,21.32,87.04,2.76,28.57,19.8,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.39,5.13,53.85,0.79,50.0,0.79,0.0,0.79,0.39,3.55,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
J. Clarke,Chesterfield,Chesterfield,AMF,22,0,2023-06-30,4,225,0,0.0,0,0.02,28.8,27.78,England,"England, Republic of Ireland",left,0,0,no,6.0,9.6,33.33,4.0,40.0,1.2,1.88,0.4,1.6,2.5,2.0,2,0.8,0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.4,33.33,0.8,50.0,1.6,25.0,0.8,4.0,20.0,10.0,16.0,4.4,1.6,0.4,16.0,0.8,0.8,25.2,82.54,5.6,78.57,10.0,92.0,6.0,66.67,22.8,87.72,0.0,0.0,15.67,0.0,0.01,0.4,0.0,0.0,1.6,25.0,0.0,2.0,60.0,1.2,0.0,1.2,0.0,0.4,1.6,2.8,71.43,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,English National League,Central Midfielders,0,0
J. Hancock,Altrincham,Altrincham,"AMF, CF",31,0,2022-06-30,4,220,1,0.66,1,0.04,34.36,32.14,England,England,0,0,0,no,5.32,4.09,40.0,7.36,33.33,0.0,0.0,0.82,3.68,5.0,0.41,0,0.0,0,0.0,2.45,0.41,1,0.41,0.27,0,0.0,5,2.05,60.0,20.0,0.41,0.82,0.0,0.82,0.0,0.0,0.0,0.0,2.45,33.33,10.64,23.08,5.32,0.41,0.41,16.77,2.05,1.64,30.27,78.38,8.18,65.0,7.36,88.89,6.14,80.0,28.64,82.86,0.82,0.0,13.39,20.06,0.01,0.82,0.0,0.0,0.41,100.0,0.41,4.5,63.64,0.41,100.0,0.0,0.0,1.64,0.0,4.5,63.64,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
A. Ogogo,Southend United,Southend United,"LCMF, DMF",31,150000,2022-06-30,3,211,0,0.14,0,0.14,15.78,43.24,England,"England, Ghana",right,177,78,no,8.96,5.55,46.15,3.84,22.22,0.85,1.3,0.43,5.55,8.48,1.28,2,0.85,0,0.0,0.85,0.0,0,0.0,0.06,0,0.0,3,1.28,0.0,0.0,0.0,0.43,100.0,0.0,0.0,0.43,100.0,0.0,0.85,50.0,2.13,40.0,0.85,0.43,0.43,10.66,0.0,0.0,18.77,77.27,7.25,58.82,2.13,100.0,5.55,84.62,17.49,78.05,0.85,50.0,18.49,5.93,0.06,0.85,0.0,0.0,0.43,0.0,0.0,2.56,66.67,0.85,50.0,0.43,0.0,0.43,0.43,3.84,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
M. Kretzschmar,Woking,Woking,AMF,27,50000,2022-06-30,3,202,2,0.38,0,0.54,21.39,56.25,England,England,right,174,71,no,7.13,5.79,61.54,4.01,44.44,0.0,0.0,0.0,3.56,5.45,0.89,1,0.45,0,0.0,3.56,0.89,2,0.89,0.17,1,0.45,5,2.23,60.0,40.0,0.0,3.12,42.86,1.34,33.33,1.78,50.0,0.89,1.34,66.67,8.02,55.56,3.12,0.89,0.45,8.91,0.0,3.56,21.83,63.27,7.57,41.18,4.01,100.0,7.13,56.25,17.82,67.5,0.89,50.0,19.04,21.05,0.24,1.34,0.0,0.0,0.45,0.0,0.0,3.12,28.57,3.12,42.86,0.45,0.0,0.45,1.34,3.12,57.14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.34,0.45,100.0,3.12,0,0.0,English National League,Central Midfielders,0,0
C. Smith,Boreham Wood,Boreham Wood,"AMF, RCMF, LCMF",28,250000,2022-06-30,8,191,0,0.2,0,0.54,21.05,30.0,Republic of Ireland,Republic of Ireland,right,181,73,no,5.79,5.26,30.0,5.26,50.0,1.05,1.88,0.0,3.16,5.63,1.05,1,0.47,0,0.0,0.0,0.0,0,0.0,0.1,0,0.0,1,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.53,0.0,3.16,16.67,2.11,0.53,0.53,13.16,0.53,0.53,24.74,65.96,9.47,50.0,4.74,100.0,5.26,60.0,20.53,79.49,3.68,0.0,17.98,21.03,0.28,2.63,0.0,0.0,0.0,0.0,0.53,4.74,55.56,0.53,100.0,0.0,0.0,1.05,0.0,5.26,60.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,2.11,0,0.0,English National League,Central Midfielders,0,0
J. Senga-Ngoyi,Maidenhead United,Maidenhead United,LCMF,17,0,0,3,189,0,0.0,0,0.47,20.48,46.51,Belgium,Belgium,0,0,0,no,7.62,5.71,66.67,4.76,30.0,0.0,0.0,0.0,3.81,4.8,1.43,0,0.0,0,0.0,2.86,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.95,50.0,0.95,50.0,0.0,0.0,0.48,4.29,55.56,7.62,43.75,0.48,1.43,0.95,5.71,0.95,1.43,13.81,62.07,5.71,66.67,1.9,100.0,4.76,50.0,10.95,69.57,1.9,25.0,16.57,27.11,0.22,0.95,0.0,0.0,0.0,0.0,0.48,4.29,55.56,0.95,50.0,0.0,0.0,0.0,0.48,2.86,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
Z. Walker,King's Lynn Town,King's Lynn Town,"RW, AMF",19,0,2022-06-30,3,189,0,0.02,0,0.14,30.0,47.62,England,England,0,0,0,yes,8.57,10.0,80.95,1.43,33.33,0.0,0.0,0.0,0.48,0.73,0.95,0,0.0,0,0.0,1.9,0.0,0,0.0,0.01,0,0.0,3,1.43,0.0,0.0,0.0,0.48,100.0,0.0,0.0,0.48,100.0,0.0,2.86,50.0,15.24,31.25,1.9,3.81,0.48,25.24,1.43,1.9,30.48,90.63,6.19,61.54,9.52,100.0,8.57,94.44,29.05,91.8,0.95,50.0,14.09,8.85,0.07,0.95,0.0,0.0,1.43,0.0,0.48,4.76,60.0,0.95,100.0,1.9,0.0,0.95,0.48,1.9,75.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
M. Sablier,Bromley,Bromley,LCMF,18,0,0,3,172,0,0.17,0,0.22,27.93,50.0,England,England,unknown,0,0,no,11.64,13.19,52.94,6.21,50.0,0.78,1.0,0.78,3.88,5.0,1.55,0,0.0,0,0.0,0.78,0.0,0,0.0,0.13,0,0.0,3,2.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,4.66,33.33,1.55,0.78,0.78,20.95,1.55,0.78,31.81,82.93,7.76,90.0,10.09,92.31,6.98,77.78,31.81,82.93,0.0,0.0,15.24,0.0,0.17,1.55,0.0,0.0,0.0,0.0,0.78,3.88,60.0,1.55,100.0,0.0,0.0,1.55,0.0,3.1,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
J. Ball,Solihull Moors,Solihull Moors,"LCMF, AMF, RW",25,0,2022-06-30,4,155,1,0.74,0,0.14,20.9,44.44,England,England,right,187,80,no,6.39,5.23,55.56,5.81,70.0,1.74,2.81,0.0,1.74,2.81,1.74,0,0.0,0,0.0,2.32,0.58,1,0.58,0.43,1,0.58,2,1.16,50.0,50.0,0.0,1.16,100.0,0.58,100.0,0.58,100.0,0.0,1.74,0.0,7.55,15.38,2.32,0.0,0.0,23.23,1.16,1.74,30.77,84.91,4.65,75.0,8.71,86.67,14.52,84.0,27.87,87.5,1.74,33.33,20.45,20.82,0.08,1.16,0.0,0.0,0.58,100.0,0.58,1.16,100.0,2.9,80.0,0.0,0.0,1.16,1.16,6.39,63.64,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
K. Spence,Halifax Town,Halifax Town,"RDMF, LCMF",20,0,2022-06-30,4,155,0,0.01,0,0.0,18.0,61.29,England,England,0,0,0,no,13.35,10.45,66.67,2.9,100.0,1.74,2.5,0.0,4.65,6.67,2.32,1,0.58,0,0.0,0.58,0.0,0,0.0,0.0,0,0.0,1,0.58,0.0,0.0,0.0,0.58,100.0,0.0,0.0,0.58,100.0,0.0,0.58,0.0,1.74,0.0,0.0,0.0,0.0,21.48,0.0,1.16,36.0,83.87,12.19,80.95,6.97,100.0,12.77,77.27,30.19,84.62,5.23,77.78,17.64,24.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,64.29,0.58,0.0,0.0,0.0,0.0,0.0,6.97,83.33,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
S. Skeffington,Bromley,Bromley,LCMF,21,0,2023-06-30,2,152,0,0.0,1,0.29,20.72,45.71,England,England,0,170,60,no,4.74,4.14,71.43,3.55,16.67,0.0,0.0,0.59,1.78,2.43,1.18,0,0.0,0,0.0,2.37,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,50.0,7.11,33.33,0.0,0.59,0.59,9.47,0.0,0.59,17.76,83.33,7.11,83.33,4.74,100.0,1.18,100.0,17.17,86.21,0.59,0.0,13.95,1.36,0.17,0.59,0.0,0.0,0.59,100.0,0.59,1.78,100.0,0.59,100.0,0.59,100.0,0.59,0.0,3.55,83.33,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
R. Smith,Maidenhead United,Maidenhead United,"LW, RCMF",19,0,2022-06-30,6,144,0,0.0,0,0.0,23.12,45.95,England,England,0,0,0,no,11.25,6.25,80.0,0.63,0.0,0.0,0.0,0.0,6.25,9.38,1.25,0,0.0,0,0.0,5.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,25.0,2.5,25.0,0.0,0.0,1.88,6.25,60.0,10.63,41.18,1.25,2.5,1.25,6.88,0.63,1.25,16.25,53.85,5.0,37.5,2.5,100.0,7.5,50.0,10.63,70.59,3.13,20.0,16.19,16.51,0.0,0.0,0.0,0.0,0.63,100.0,0.0,0.0,0.0,3.13,60.0,1.25,50.0,1.88,0.63,4.38,57.14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0,0.0,English National League,Central Midfielders,0,0
L. Maynard,Solihull Moors,Solihull Moors,"LCMF, LW",32,0,2022-06-30,3,137,1,0.07,0,0.0,21.68,48.48,England,"England, St. Kitts and Nevis",right,191,72,yes,7.23,4.6,85.71,2.63,25.0,0.0,0.0,0.0,3.28,6.25,0.66,0,0.0,0,0.0,0.66,0.66,1,0.66,0.04,1,0.66,1,0.66,100.0,100.0,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.0,1.31,0.0,8.54,30.77,1.31,1.97,1.31,14.45,0.0,2.63,32.85,78.0,9.2,64.29,5.91,100.0,12.48,78.95,29.56,77.78,2.63,100.0,16.9,23.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,50.0,0.66,0.0,0.66,100.0,0.0,0.0,4.6,85.71,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
D. Jones,Wrexham,Wrexham,LCMF,36,0,2022-06-30,3,134,1,0.07,0,0.0,16.12,50.0,England,"England, Wales",left,185,80,no,5.37,8.06,50.0,2.01,66.67,1.34,1.62,0.0,0.0,0.0,4.03,1,0.67,1,0.67,0.67,0.67,1,0.67,0.05,0,0.0,1,0.67,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,50.0,0.0,0.0,0.0,8.73,0.0,1.34,14.78,81.82,5.37,62.5,3.36,100.0,3.36,100.0,14.1,85.71,0.67,0.0,22.31,16.46,0.0,0.0,0.0,0.0,0.67,0.0,0.0,3.36,40.0,0.67,0.0,0.67,0.0,0.0,0.0,2.01,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
M. Worthington,Yeovil Town,Yeovil Town,"LCMF, RB",23,0,2022-06-30,2,121,0,0.0,0,0.0,10.41,50.0,England,England,right,179,72,no,10.41,5.95,87.5,1.49,0.0,0.0,0.0,0.74,5.21,6.56,0.74,0,0.0,1,0.74,0.74,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.74,100.0,0.0,0.0,0.74,100.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.74,14.88,0.0,0.0,23.8,78.13,8.93,50.0,3.72,100.0,8.18,100.0,20.08,88.89,2.98,0.0,18.1,33.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,25.0,2.23,33.33,0.0,0.0,0.0,0.74,2.98,75.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
S. Smart,Eastleigh,Eastleigh,"RWB, RB, RCMF",23,0,2022-06-30,5,113,0,0.02,0,0.54,10.35,38.46,England,England,right,181,72,no,2.39,1.59,50.0,0.0,0.0,0.0,0.0,0.0,1.59,3.33,0.0,0,0.0,0,0.0,2.39,0.0,0,0.0,0.02,0,0.0,1,0.8,100.0,0.0,0.0,4.78,0.0,0.0,0.0,4.78,0.0,0.0,4.78,33.33,8.76,36.36,3.19,3.98,2.39,13.54,1.59,0.8,22.3,71.43,4.78,83.33,7.17,100.0,5.58,42.86,16.73,90.48,0.8,100.0,19.51,13.26,0.43,2.39,0.0,0.0,0.0,0.0,1.59,3.19,100.0,2.39,0.0,0.0,0.0,0.8,0.0,3.98,80.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
G. Mafuta,Boreham Wood,Boreham Wood,"DMF, LCMF",26,0,2022-06-30,1,96,0,0.0,0,0.01,22.5,45.83,England,England,right,177,71,no,3.75,3.75,50.0,6.56,42.86,0.0,0.0,0.94,1.88,2.61,1.88,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,3.75,75.0,0.0,0.0,0.0,4.69,0.0,1.88,15.94,52.94,5.63,33.33,1.88,100.0,4.69,60.0,12.19,69.23,2.81,0.0,22.22,53.05,0.01,0.94,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.94,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Central Midfielders,0,0
K. Tshimanga,Chesterfield,Chesterfield,CF,24,50000,2024-06-30,9,881,9,6.36,0,0.78,18.69,30.05,Congo DR,"Congo DR, England",right,180,78,no,2.76,3.17,48.39,2.45,20.83,0.2,0.35,0.0,1.02,1.75,1.43,1,0.1,0,0.0,2.76,0.92,6,0.61,0.65,0,0.0,21,2.15,66.67,42.857,0.0,0.41,0.0,0.2,0.0,0.2,0.0,0.1,1.53,60.0,8.27,29.63,4.39,1.02,0.31,6.44,1.94,1.43,12.16,74.79,2.55,56.0,4.29,92.86,2.76,62.96,11.75,77.39,0.0,0.0,15.5,0.0,0.08,1.02,0.0,0.0,0.72,57.14,0.72,0.61,66.67,1.12,54.55,0.61,50.0,1.63,0.1,1.23,83.33,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,English National League,Strikers,0,0
D. Wright,Torquay United,Torquay United,"CF, AMF",37,50000,2022-06-30,8,797,1,2.01,1,0.96,41.33,33.88,England,England,right,188,86,no,4.29,3.5,58.06,16.15,36.36,0.0,0.0,0.34,2.26,3.57,1.69,2,0.23,0,0.0,1.24,0.11,1,0.11,0.23,1,0.11,10,1.13,60.0,10.0,0.11,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.68,66.67,7.11,25.4,3.27,0.45,0.34,7.79,2.26,1.02,15.92,67.38,4.29,57.89,4.18,91.89,3.61,65.63,14.91,71.21,0.68,16.67,12.64,14.89,0.11,0.9,0.0,0.0,0.23,50.0,0.23,1.69,46.67,1.24,27.27,0.23,50.0,0.79,0.0,1.58,64.29,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Strikers,0,0
K. Wootton,Notts County,Notts County,CF,24,75000,2022-06-30,8,784,5,1.91,0,0.16,25.6,42.15,England,England,right,188,78,no,2.87,2.41,57.14,7.0,59.02,0.46,0.82,0.34,1.03,1.84,1.15,0,0.0,0,0.0,1.95,0.57,5,0.57,0.22,2,0.23,16,1.84,43.75,31.25,0.0,0.8,28.57,0.46,50.0,0.34,0.0,0.11,2.18,36.84,11.14,31.96,4.71,0.69,0.11,10.68,1.61,1.84,14.35,84.0,1.95,76.47,3.1,96.3,4.94,79.07,13.09,87.72,0.46,75.0,16.27,14.32,0.02,0.23,0.0,0.0,0.23,50.0,0.11,1.15,70.0,0.11,100.0,0.23,50.0,0.57,0.23,1.03,77.78,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Strikers,0,0
P. Madden,Stockport County,Stockport County,CF,31,300000,2024-06-30,8,776,1,1.72,1,0.8,26.56,27.51,Republic of Ireland,Republic of Ireland,right,183,76,no,4.29,3.02,50.0,11.95,25.24,0.46,0.82,0.12,2.32,4.11,1.39,2,0.23,0,0.0,1.97,0.12,1,0.12,0.2,1,0.12,12,1.39,33.33,8.333,0.12,1.51,38.46,0.58,20.0,0.93,50.0,0.35,2.44,23.81,6.15,20.75,1.97,1.16,0.46,9.16,0.7,0.23,18.09,66.67,6.03,53.85,3.02,92.31,6.49,69.64,15.31,69.7,1.28,63.64,18.5,21.84,0.09,0.7,0.0,0.0,0.7,50.0,0.46,2.32,65.0,1.97,58.82,0.46,50.0,0.81,0.7,3.36,72.41,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Strikers,0,0
P. McCallum,Dagenham & Redbridge,Dagenham & Redbridge,CF,28,150000,2023-06-30,8,769,6,5.58,0,0.37,30.66,47.33,England,England,right,191,76,no,5.38,1.4,83.33,16.74,49.65,0.94,1.29,0.47,3.28,4.52,1.17,1,0.12,0,0.0,2.22,0.7,5,0.59,0.65,1,0.12,20,2.34,60.0,30.0,0.0,0.7,16.67,0.35,0.0,0.35,33.33,0.0,0.59,60.0,6.32,37.04,3.04,0.23,0.12,10.88,1.87,0.23,19.19,71.34,5.73,51.02,4.68,92.5,3.98,67.65,17.56,75.33,1.05,44.44,16.47,22.99,0.04,0.94,0.23,0.12,0.7,50.0,0.23,3.28,50.0,1.76,46.67,0.59,40.0,0.7,0.0,2.46,76.19,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,1,100.0,English National League,Strikers,0,0
T. Marsh,Boreham Wood,Boreham Wood,CF,27,0,2022-06-30,8,758,2,1.83,1,1.11,32.2,30.13,England,England,right,180,80,no,3.5,3.64,55.56,7.68,17.54,0.0,0.0,0.13,1.48,2.39,1.62,3,0.36,0,0.0,3.77,0.24,2,0.27,0.25,0,0.0,13,1.75,53.85,15.385,0.13,3.23,25.0,1.75,15.38,1.48,36.36,0.54,4.04,50.0,11.99,32.58,3.37,1.21,0.67,8.22,1.75,1.75,13.88,63.11,1.75,38.46,3.1,73.91,5.39,70.0,9.97,77.03,0.81,33.33,22.34,22.1,0.15,1.08,0.27,0.0,0.0,0.0,0.94,0.54,75.0,1.75,23.08,0.0,0.0,0.27,0.94,1.35,60.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,100.0,0.13,0,0.0,English National League,Strikers,0,0
B. Waters,Halifax Town,Halifax Town,"CF, LAMF",26,75000,0,8,752,7,3.53,2,0.11,22.38,30.48,England,England,right,173,73,no,3.47,3.59,50.0,2.63,9.09,0.48,0.72,0.0,1.2,1.81,1.08,1,0.12,0,0.0,2.99,0.84,7,0.84,0.42,1,0.12,19,2.27,47.37,36.842,0.24,0.96,37.5,0.6,40.0,0.36,33.33,0.12,2.87,54.17,10.41,33.33,3.71,1.44,0.96,18.43,1.68,1.44,23.7,84.85,3.71,74.19,8.74,91.78,5.74,87.5,22.38,87.7,0.48,50.0,14.66,8.06,0.01,0.48,0.12,0.0,0.0,0.0,0.36,1.2,80.0,0.72,50.0,0.24,50.0,0.36,0.24,1.08,88.89,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Strikers,0,0
B. Williamson,Dover Athletic,Dover Athletic,"LAMF, CF, AMF",32,125000,2022-06-30,8,742,0,0.39,0,0.07,27.75,32.34,England,England,right,180,76,no,6.35,5.52,52.5,4.97,30.56,0.0,0.0,0.28,3.45,4.52,2.07,0,0.0,0,0.0,1.1,0.0,0,0.0,0.05,0,0.0,9,1.24,22.22,0.0,0.0,1.66,33.33,1.38,40.0,0.28,0.0,0.0,1.66,16.67,10.35,21.33,1.52,0.28,0.55,11.6,1.1,0.83,22.22,78.88,5.8,71.43,6.76,83.67,6.76,83.67,19.46,85.11,1.24,33.33,16.67,30.23,0.01,0.41,0.0,0.0,0.0,0.0,0.0,2.76,75.0,1.52,45.45,0.14,100.0,0.55,0.55,3.73,85.19,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Strikers,0,0
M. Warburton,Halifax Town,Halifax Town,"AMF, CF",29,0,0,8,738,1,0.86,2,0.62,15.61,35.94,England,England,right,176,71,no,3.66,2.68,45.45,4.27,31.43,0.24,0.37,0.12,2.2,3.35,1.34,3,0.37,0,0.0,2.2,0.12,0,0.0,0.1,0,0.0,17,2.07,23.53,0.0,0.24,0.85,42.86,0.37,0.0,0.49,75.0,0.12,1.95,56.25,5.37,36.36,1.83,1.34,0.37,26.1,0.98,0.61,36.22,82.15,10.12,67.47,7.68,92.06,10.37,88.24,32.32,86.42,3.17,50.0,17.41,40.49,0.08,1.1,0.12,0.0,0.85,28.57,0.49,5.73,76.6,1.95,62.5,0.98,25.0,0.73,0.24,4.51,81.08,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.85,0.24,50.0,1.22,0,0.0,English National League,Strikers,0,0
M. Bloomfield,Barnet,Barnet,CF,24,75000,2023-06-30,8,731,2,2.13,1,0.0,44.2,30.36,England,"England, Jamaica",right,191,74,no,4.68,3.69,56.67,16.99,38.41,0.37,0.51,0.12,2.22,3.09,0.98,1,0.12,0,0.0,1.6,0.25,2,0.25,0.26,0,0.0,14,1.72,57.14,14.286,0.12,0.25,50.0,0.12,100.0,0.12,0.0,0.0,2.09,23.53,13.54,17.27,2.34,0.86,0.37,8.37,1.72,0.86,15.88,75.97,3.08,44.0,4.8,89.74,4.92,80.0,15.14,77.24,0.49,50.0,14.01,13.75,0.0,0.0,0.12,0.0,0.25,0.0,0.12,1.6,46.15,0.62,40.0,0.12,0.0,0.12,0.12,0.98,62.5,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English National League,Strikers,0,0
