Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Focus Position,Rank,Status
B. Brereton Díaz,Blackburn Rovers,Blackburn Rovers,"CF, LAMF, LW",22,7000000,2022-06-30,10,984,9,7.52,1,1.1,25.7,30.96,England,"England, Chile",right,185,80,no,4.85,3.48,52.63,3.93,18.6,0.18,0.23,0.09,2.84,3.56,1.19,2,0.18,0,0.0,4.48,0.82,6,0.55,0.69,1,0.09,35,3.2,45.71,25.714,0.09,0.73,37.5,0.55,33.33,0.18,50.0,0.0,4.21,56.52,12.26,30.6,3.38,1.28,0.46,11.16,1.28,1.55,16.83,77.17,3.75,56.1,5.12,87.5,4.39,83.33,15.73,79.65,0.37,50.0,15.04,9.84,0.1,0.73,0.09,0.09,0.64,57.14,0.46,1.55,58.82,0.73,62.5,0.55,50.0,0.37,0.27,2.01,72.73,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,100,English Championship,Strikers,0,0
M. Crooks,Middlesbrough,Middlesbrough,"AMF, CF, LCMF",27,700000,2024-06-30,10,978,2,1.62,2,0.64,24.11,48.47,England,England,right,191,80,no,5.61,4.14,66.67,8.1,47.73,0.74,1.06,0.18,2.12,3.04,1.47,3,0.28,1,0.09,2.02,0.18,2,0.18,0.15,0,0.0,12,1.1,41.67,16.667,0.18,0.64,14.29,0.28,33.33,0.37,0.0,0.0,2.39,57.69,6.17,43.28,2.21,0.83,0.18,12.88,1.29,1.1,21.53,76.92,7.27,68.35,3.68,90.0,5.71,80.65,20.43,78.83,0.55,66.67,15.19,18.84,0.06,0.92,0.09,0.0,0.46,20.0,0.55,3.4,75.68,1.93,52.38,0.28,0.0,0.92,0.09,3.4,86.49,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09,0,0,English Championship,Strikers,0,0
A. Weimann,Bristol City,Bristol City,"CF, RAMF, RW",30,3000000,2024-06-30,10,971,4,3.18,2,0.78,12.42,36.57,Austria,Austria,right,178,76,no,3.71,2.13,56.52,3.06,30.3,0.0,0.0,0.09,2.5,3.24,0.37,1,0.09,0,0.0,2.97,0.37,4,0.37,0.3,1,0.09,20,1.85,40.0,20.0,0.19,1.3,57.14,0.28,66.67,1.02,54.55,0.09,2.32,52.0,4.17,35.56,2.97,1.48,0.46,14.0,1.2,0.37,20.39,75.0,4.73,54.9,4.54,81.63,7.23,80.77,17.61,81.58,1.48,12.5,17.95,26.36,0.07,0.56,0.09,0.09,0.56,50.0,0.37,2.78,50.0,2.32,52.0,0.83,22.22,0.83,0.74,3.43,75.68,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09,0,0,English Championship,Strikers,0,0
C. Woodrow,Barnsley,Barnsley,CF,26,3500000,2023-06-30,10,970,3,3.41,0,0.75,34.52,21.24,England,England,right,184,78,no,3.34,3.15,47.06,8.07,21.84,0.74,1.09,0.09,1.11,1.63,1.39,1,0.09,0,0.0,2.04,0.28,2,0.19,0.32,0,0.0,30,2.78,43.33,10.0,0.0,0.74,12.5,0.19,0.0,0.56,16.67,0.09,2.04,22.73,12.71,17.52,2.23,0.37,0.37,15.68,2.41,1.39,20.23,68.35,5.1,54.55,4.82,82.69,4.73,62.75,18.09,72.31,1.39,46.67,15.2,27.05,0.07,0.93,0.0,0.0,0.65,42.86,0.09,3.53,63.16,1.21,53.85,0.84,44.44,0.56,0.09,2.6,67.86,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,40,1.67,1,100,English Championship,Strikers,0,0
A. Mitrović,Fulham,Fulham,CF,27,16000000,0,10,952,10,10.1,2,0.9,27.13,28.57,Serbia,Serbia,right,189,90,no,2.84,2.36,48.0,7.56,42.5,0.09,0.15,0.09,1.61,2.59,1.42,2,0.19,0,0.0,2.27,0.95,9,0.85,0.96,2,0.19,45,4.25,44.44,22.222,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,25.0,10.3,15.6,5.2,0.47,0.19,20.61,1.23,0.66,26.38,79.21,5.48,58.62,8.22,87.36,6.62,81.43,25.71,78.68,0.66,100.0,13.38,18.22,0.09,0.57,0.19,0.09,0.76,25.0,0.47,1.89,75.0,1.32,64.29,0.28,33.33,1.51,0.0,2.36,68.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,50,English Championship,Strikers,0,0
C. Willock,Queens Park Rangers,Queens Park Rangers,"CF, AMF, RWF",23,1500000,2023-06-30,10,946,2,2.49,1,1.44,27.49,46.71,England,"England, Montserrat",right,178,67,no,3.9,4.0,69.05,1.14,25.0,0.1,0.15,0.0,1.05,1.65,0.48,1,0.1,0,0.0,7.42,0.19,2,0.19,0.24,0,0.0,22,2.09,22.73,9.091,0.1,3.9,48.78,2.38,48.0,1.52,50.0,0.57,8.09,61.18,18.36,45.08,4.38,3.42,1.81,23.02,0.38,1.62,34.53,84.02,5.99,74.6,7.52,97.47,12.94,80.15,29.78,89.46,1.14,41.67,16.58,21.74,0.14,1.52,0.1,0.19,0.19,50.0,1.05,3.14,84.85,3.04,53.13,0.19,0.0,0.86,1.52,3.9,90.24,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.48,0,0,English Championship,Strikers,0,0
D. Solanke,Bournemouth,Bournemouth,CF,24,12000000,2024-06-30,10,944,6,5.02,1,0.78,21.64,33.04,England,"England, Nigeria",right,187,80,no,3.81,2.48,61.54,4.96,28.85,0.1,0.16,0.0,2.19,3.75,0.67,0,0.0,0,0.0,3.15,0.57,6,0.57,0.48,2,0.19,28,2.67,53.57,21.429,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,2.86,50.0,10.39,34.86,4.29,0.67,0.57,10.11,1.05,1.33,15.54,81.6,3.81,70.0,4.48,91.49,3.81,87.5,14.97,82.17,0.48,80.0,13.98,13.12,0.07,0.86,0.1,0.0,0.29,100.0,0.29,1.33,57.14,0.95,80.0,0.29,100.0,0.95,0.0,1.53,56.25,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
C. Martin,Bristol City,Bristol City,CF,32,1000000,2022-06-30,10,938,3,2.55,1,0.39,37.23,29.9,England,"England, Scotland",right,178,73,no,2.59,2.21,52.17,13.34,40.29,0.0,0.0,0.19,1.44,1.88,1.34,1,0.1,0,0.0,1.34,0.29,3,0.29,0.24,1,0.1,12,1.15,50.0,25.0,0.1,0.77,37.5,0.19,50.0,0.48,40.0,0.0,0.86,44.44,8.83,20.65,2.11,0.67,0.48,13.14,2.3,0.67,21.88,67.11,4.8,52.0,4.32,80.0,5.76,71.67,20.25,69.19,0.86,44.44,14.38,21.72,0.04,0.48,0.0,0.19,0.29,33.33,0.19,2.59,51.85,1.73,33.33,0.48,0.0,0.58,0.29,1.92,70.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100,0.0,0,0,English Championship,Strikers,0,0
V. Gyökeres,Coventry City,Coventry City,CF,23,1000000,2024-06-30,10,910,7,5.18,2,2.71,33.82,30.99,Sweden,"Sweden, Hungary",right,187,86,no,3.36,2.27,69.57,7.02,26.76,0.0,0.0,0.0,1.78,2.61,0.69,0,0.0,0,0.0,5.74,0.69,7,0.69,0.51,1,0.1,34,3.36,52.94,20.588,0.2,1.58,25.0,1.19,25.0,0.4,25.0,0.1,7.12,45.83,17.31,32.57,5.93,2.87,1.88,13.85,1.58,0.49,21.96,72.97,4.65,57.45,5.93,81.67,4.75,81.25,19.98,77.23,0.49,40.0,14.58,13.6,0.27,1.98,0.0,0.0,0.69,42.86,0.89,1.68,52.94,1.78,83.33,0.4,50.0,2.57,0.4,2.27,69.57,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,English Championship,Strikers,0,0
J. Clarke-Harris,Peterborough United,Peterborough United,CF,27,1000000,2024-06-30,10,891,2,2.62,2,0.6,31.72,41.4,England,"England, Jamaica",left,183,71,no,3.03,1.52,66.67,12.22,41.32,0.2,0.28,0.4,1.82,2.5,1.21,0,0.0,0,0.0,1.41,0.2,0,0.0,0.26,0,0.0,14,1.41,35.71,14.286,0.2,0.3,33.33,0.2,50.0,0.1,0.0,0.0,1.62,43.75,7.78,36.36,2.42,0.3,0.1,10.3,2.42,1.31,17.68,61.71,5.45,50.0,3.33,81.82,4.55,62.22,16.87,62.28,0.51,60.0,14.73,17.71,0.06,0.51,0.0,0.1,0.1,100.0,0.2,3.64,41.67,0.71,57.14,0.0,0.0,0.61,0.1,1.62,68.75,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,25,0.0,2,100,English Championship,Strikers,0,0
J. Wallace,Millwall,Millwall,"CF, RWF, AMF",27,7000000,2022-06-30,9,817,4,2.85,3,2.01,21.26,46.11,England,England,right,178,70,no,5.84,5.51,70.0,1.87,0.0,0.44,0.59,0.11,1.54,2.07,0.77,0,0.0,0,0.0,6.5,0.44,3,0.33,0.31,0,0.0,17,1.87,41.18,23.529,0.33,6.28,33.33,1.21,18.18,5.07,36.96,0.88,6.28,56.14,11.35,42.72,2.75,2.31,1.32,17.96,1.21,1.32,29.08,67.42,6.61,61.67,5.07,89.13,11.46,66.35,20.82,78.31,2.09,57.89,20.67,41.75,0.22,1.87,0.0,0.0,0.66,16.67,0.77,2.53,60.87,5.07,45.65,0.44,25.0,0.77,1.98,5.73,71.15,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,0.22,50,1.32,1,100,English Championship,Strikers,0,0
J. Brown,Stoke City,Stoke City,CF,23,2200000,2022-06-30,10,790,2,2.0,1,0.2,28.37,37.35,England,England,right,178,72,no,5.35,4.33,52.63,6.84,41.67,0.68,0.92,0.0,2.39,3.21,1.37,0,0.0,0,0.0,1.71,0.23,2,0.23,0.23,1,0.11,15,1.71,33.33,13.333,0.11,0.46,0.0,0.0,0.0,0.46,0.0,0.0,1.94,58.82,11.16,34.69,2.85,0.8,0.34,10.37,1.48,1.48,16.86,76.35,3.08,59.26,5.35,93.62,4.33,76.32,15.72,80.43,0.68,33.33,15.79,25.74,0.02,0.57,0.0,0.11,0.0,0.0,0.23,1.71,53.33,0.57,80.0,0.0,0.0,0.57,0.0,1.82,62.5,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
E. Adebayo,Luton Town,Luton Town,CF,23,500000,2022-06-30,9,779,5,4.34,1,1.29,39.4,33.43,England,"England, Nigeria",right,193,89,no,6.59,6.24,48.15,10.86,36.17,0.23,0.29,0.12,3.35,4.22,2.43,1,0.12,0,0.0,3.7,0.58,3,0.35,0.5,1,0.12,17,1.96,35.29,29.412,0.12,1.5,23.08,0.81,14.29,0.69,33.33,0.58,6.12,41.51,12.59,31.19,3.7,1.39,0.35,8.32,1.85,1.04,11.44,63.64,2.77,45.83,3.47,80.0,2.54,50.0,9.82,70.59,0.35,33.33,15.73,20.07,0.15,0.69,0.12,0.0,0.23,50.0,0.23,1.27,45.45,1.04,22.22,0.0,0.0,0.81,0.0,0.46,75.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,100,English Championship,Strikers,0,0
H. Cornick,Luton Town,Luton Town,"CF, RW, RWF",26,800000,2022-06-30,10,776,4,2.7,2,2.59,26.21,36.28,England,England,right,180,84,no,6.03,6.49,55.36,4.18,25.0,0.12,0.15,0.0,2.32,3.03,1.28,1,0.12,0,0.0,4.06,0.46,4,0.46,0.31,1,0.12,11,1.28,54.55,36.364,0.23,3.71,40.63,0.58,40.0,3.13,40.74,0.46,3.36,55.17,9.86,38.82,3.13,1.51,1.28,11.95,1.51,0.81,18.56,68.13,3.94,58.82,5.34,86.96,5.1,68.18,14.27,76.42,1.04,33.33,21.42,23.44,0.3,1.16,0.0,0.23,0.23,0.0,0.7,1.04,66.67,2.2,63.16,0.0,0.0,0.58,1.62,3.36,65.52,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
S. Gallagher,Blackburn Rovers,Blackburn Rovers,"CF, RAMF",26,3000000,2023-06-30,8,752,3,2.33,1,0.2,36.14,35.1,England,"England, Scotland",right,194,75,no,6.22,4.43,51.35,12.45,40.38,0.36,0.46,0.24,3.59,4.59,1.8,2,0.24,0,0.0,2.51,0.36,3,0.36,0.28,0,0.0,15,1.8,33.33,20.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,3.83,50.0,11.73,34.69,2.87,0.48,0.84,7.42,1.2,1.2,11.97,64.0,3.35,42.86,2.51,80.95,2.87,75.0,11.73,64.29,0.12,100.0,12.53,7.14,0.02,0.48,0.0,0.0,0.48,0.0,0.24,1.2,70.0,0.6,40.0,0.48,0.0,0.24,0.0,1.91,50.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
B. Sharp,Sheffield United,Sheffield United,CF,35,500000,2022-06-30,10,744,3,4.58,3,1.41,22.26,27.72,England,England,right,175,70,no,1.45,1.57,38.46,4.72,30.77,0.12,0.21,0.0,0.73,1.29,1.33,0,0.0,0,0.0,3.75,0.36,2,0.24,0.55,1,0.12,22,2.66,40.91,13.636,0.36,1.94,62.5,1.09,55.56,0.85,71.43,0.48,2.66,50.0,10.04,32.53,5.08,0.48,0.36,13.55,2.18,1.33,18.15,82.67,2.54,76.19,4.6,100.0,4.72,79.49,15.85,84.73,0.36,100.0,16.31,13.26,0.17,1.09,0.12,0.0,0.36,33.33,0.85,1.81,80.0,1.57,69.23,0.36,33.33,0.6,1.09,2.54,100.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,50,English Championship,Strikers,0,0
J. Koroma,Huddersfield Town,Huddersfield Town,"CF, AMF, LWF",22,2000000,2022-06-30,10,741,2,2.08,1,1.54,26.23,38.43,England,"England, Sierra Leone",right,178,66,no,5.47,5.83,58.33,3.28,18.52,0.36,0.49,0.0,1.7,2.31,1.09,0,0.0,0,0.0,5.1,0.24,2,0.24,0.25,0,0.0,21,2.55,47.62,9.524,0.12,1.34,27.27,0.85,28.57,0.49,25.0,0.24,6.8,44.64,14.09,36.21,2.67,1.34,0.85,12.87,0.61,1.09,21.38,81.82,3.64,73.33,6.92,89.47,6.56,83.33,19.8,85.89,0.24,50.0,15.73,6.71,0.19,0.97,0.0,0.0,0.97,50.0,0.61,1.21,70.0,1.46,58.33,0.49,75.0,0.73,0.36,2.91,70.83,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.24,0.0,0.0,0.12,0.12,0,0.0,0,0,English Championship,Strikers,0,0
L. Jutkiewicz,Birmingham City,Birmingham City,CF,32,1200000,2022-06-30,10,708,1,1.23,0,0.29,34.19,42.38,England,"England, Poland",left,185,78,no,3.81,2.92,52.17,15.25,53.33,0.0,0.0,0.13,2.29,3.12,1.91,0,0.0,0,0.0,1.78,0.13,1,0.13,0.16,0,0.0,15,1.91,26.67,6.667,0.0,1.14,11.11,0.38,0.0,0.51,25.0,0.0,1.53,66.67,6.74,32.08,2.67,0.13,0.25,6.86,1.53,1.02,13.47,65.09,4.7,56.76,3.05,79.17,2.92,60.87,11.95,72.34,0.38,0.0,25.98,7.62,0.04,0.38,0.0,0.0,0.38,33.33,0.13,2.03,37.5,1.27,50.0,0.51,25.0,0.89,0.13,1.4,81.82,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
E. Riis Jakobsen,Preston North End,Preston North End,CF,23,1000000,2024-06-30,10,690,3,2.99,1,0.66,32.87,26.59,Denmark,Denmark,right,190,83,no,3.26,3.39,53.85,7.83,21.67,0.0,0.0,0.0,1.43,1.96,1.43,2,0.26,0,0.0,3.0,0.39,3,0.39,0.39,0,0.0,16,2.09,50.0,18.75,0.13,1.17,33.33,0.78,33.33,0.39,33.33,0.13,3.52,40.74,12.39,20.0,3.26,1.57,0.78,11.22,2.48,0.39,18.39,64.54,3.26,52.0,6.39,81.63,4.57,45.71,16.43,65.87,1.04,75.0,15.44,17.1,0.09,0.52,0.0,0.0,0.13,100.0,0.52,1.04,50.0,1.7,38.46,0.26,100.0,0.52,0.39,1.57,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
R. Morrison,Derby County,Derby County,"AMF, CF, RCMF",28,500000,2022-06-30,8,685,0,1.42,1,1.08,17.47,48.87,England,"England, Jamaica",right,175,71,no,4.47,3.15,66.67,2.5,57.89,1.05,1.36,0.26,1.31,1.69,0.92,3,0.39,0,0.0,2.89,0.0,0,0.0,0.19,0,0.0,17,2.23,11.76,0.0,0.13,0.53,25.0,0.26,0.0,0.26,50.0,0.13,2.36,55.56,6.44,40.82,1.45,3.02,1.31,34.42,1.45,0.92,42.96,90.21,8.15,75.81,10.64,96.3,17.47,93.23,40.47,91.88,2.1,75.0,17.16,30.72,0.14,1.18,0.0,0.0,1.58,75.0,0.53,3.81,79.31,1.31,60.0,0.79,50.0,0.92,0.0,4.6,74.29,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.79,0.0,0.0,0.39,0.26,0,0.0,0,0,English Championship,Strikers,0,0
T. Dolan,Blackburn Rovers,Blackburn Rovers,"CF, RAMF, AMF",19,2000000,2024-06-30,10,681,2,1.77,1,0.69,21.28,27.95,England,England,right,170,55,no,4.76,3.96,56.67,2.51,0.0,0.26,0.33,0.13,2.25,2.77,0.66,3,0.4,0,0.0,2.78,0.26,2,0.26,0.23,0,0.0,10,1.32,70.0,20.0,0.13,1.19,33.33,0.53,25.0,0.66,40.0,0.4,3.7,32.14,11.37,23.26,1.98,1.98,1.06,15.07,0.66,0.93,20.48,81.94,3.57,55.56,8.59,98.46,3.83,75.86,18.77,85.92,0.53,50.0,13.49,12.87,0.09,0.79,0.13,0.0,0.53,50.0,0.53,0.93,42.86,1.85,42.86,0.53,50.0,0.66,0.53,1.45,63.64,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
M. Waghorn,Coventry City,Coventry City,CF,31,1800000,2023-06-30,9,679,1,2.72,0,0.46,18.56,40.71,England,England,left,178,83,no,4.24,3.58,59.26,3.84,44.83,0.27,0.36,0.0,1.86,2.55,0.93,1,0.13,0,0.0,2.12,0.13,1,0.13,0.36,0,0.0,18,2.39,38.89,5.556,0.0,0.27,50.0,0.13,0.0,0.13,100.0,0.0,2.65,40.0,7.29,34.55,2.52,0.66,0.4,12.19,0.8,1.72,15.24,78.26,3.71,71.43,3.45,84.62,5.3,77.5,14.58,80.0,0.4,33.33,15.8,11.11,0.06,0.8,0.0,0.13,0.27,0.0,0.53,1.59,75.0,0.8,50.0,0.27,0.0,0.8,0.13,1.59,75.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.27,0,1.99,0,0,English Championship,Strikers,0,0
J. Piroe,Swansea City,Swansea City,"CF, AMF",22,750000,2024-06-30,9,677,5,2.75,0,0.18,19.01,28.67,Netherlands,"Netherlands, Suriname",left,185,81,no,3.06,4.52,44.12,3.19,25.0,0.0,0.0,0.0,1.06,1.75,0.93,1,0.13,0,0.0,2.39,0.66,5,0.66,0.37,1,0.13,25,3.32,44.0,20.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.13,2.39,27.78,5.85,22.73,3.46,0.8,0.13,11.96,0.8,0.8,14.09,84.91,2.66,65.0,4.39,100.0,3.32,76.0,13.56,88.24,0.27,0.0,12.84,7.91,0.02,0.27,0.13,0.0,0.4,66.67,0.0,1.06,75.0,0.66,20.0,0.4,66.67,0.53,0.13,0.8,50.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
T. Lawrence,Derby County,Derby County,"CF, AMF",27,4000000,2022-06-30,8,672,1,2.59,0,0.43,21.43,35.63,Wales,Wales,right,180,75,no,5.89,5.22,58.97,3.35,4.0,0.4,0.5,0.27,2.41,3.02,0.94,2,0.27,0,0.0,4.02,0.13,1,0.13,0.35,0,0.0,22,2.95,40.91,4.545,0.0,0.8,33.33,0.27,50.0,0.54,25.0,0.27,3.75,53.57,8.97,37.31,2.28,1.88,0.8,25.45,1.61,1.21,33.62,82.87,8.17,63.93,8.84,96.97,8.57,85.94,30.0,87.05,2.81,52.38,16.14,36.38,0.06,0.8,0.13,0.0,0.94,57.14,0.27,4.15,61.29,1.47,36.36,1.21,55.56,0.67,0.67,4.02,70.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.94,0.0,0.0,1.07,0.54,0,0.0,0,0,English Championship,Strikers,0,0
S. Dembélé,Peterborough United,Peterborough United,"CF, LW, LAMF",25,1200000,2022-06-30,9,657,2,1.7,0,0.74,27.4,44.5,Scotland,"Scotland, Côte d'Ivoire",right,173,67,no,4.93,5.62,60.98,0.27,50.0,0.41,0.53,0.0,1.1,1.42,1.1,1,0.14,0,0.0,4.93,0.27,2,0.27,0.23,0,0.0,11,1.51,36.36,18.182,0.0,0.55,75.0,0.27,50.0,0.27,100.0,0.14,6.71,48.98,17.53,39.06,1.92,1.64,1.23,13.97,0.96,2.74,23.97,77.71,5.89,62.79,5.07,83.78,7.26,83.02,23.01,79.17,0.41,0.0,13.7,13.95,0.1,0.82,0.0,0.0,1.64,41.67,0.0,3.29,66.67,2.05,60.0,1.51,18.18,1.23,0.41,2.74,80.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
J. Grant,Peterborough United,Peterborough United,"LCMF, AMF, CF",26,150000,2024-06-30,8,629,1,0.51,0,0.21,11.16,43.59,England,England,right,175,73,no,5.01,3.29,47.83,1.29,22.22,0.72,0.96,0.29,2.72,3.63,0.14,0,0.0,0,0.0,1.43,0.14,1,0.14,0.07,0,0.0,7,1.0,28.57,14.286,0.0,0.29,50.0,0.14,100.0,0.14,0.0,0.0,1.14,12.5,4.01,39.29,1.0,0.72,0.72,24.75,0.43,1.57,35.77,86.4,11.73,79.27,6.15,95.35,11.59,88.89,32.91,89.13,2.72,52.63,17.53,35.21,0.03,0.72,0.0,0.0,1.29,66.67,0.0,6.15,72.09,0.57,75.0,1.14,50.0,0.14,0.14,5.01,94.29,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.14,0.0,0.0,0.57,0.14,0,1.29,0,0,English Championship,Strikers,0,0
S. Lavery,Blackpool,Blackpool,CF,22,50000,2023-06-30,10,623,4,4.66,0,0.06,31.49,30.28,Northern Ireland,Northern Ireland,right,176,64,no,6.79,6.79,57.45,7.22,16.0,0.87,1.13,0.0,2.02,2.63,1.88,2,0.29,0,0.0,4.33,0.58,4,0.58,0.67,0,0.0,26,3.76,38.46,15.385,0.0,1.44,40.0,1.16,37.5,0.29,50.0,0.29,4.33,50.0,10.69,28.38,5.06,1.3,1.01,6.93,0.72,1.16,8.81,67.21,1.73,58.33,2.02,85.71,2.31,62.5,7.37,72.55,0.14,100.0,15.91,5.34,0.01,0.29,0.0,0.0,0.14,100.0,0.0,1.01,71.43,0.72,60.0,0.0,0.0,0.14,0.43,1.16,62.5,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
K. Moore,Cardiff City,Cardiff City,CF,29,5000000,2023-06-30,10,614,1,1.42,0,0.29,39.43,42.75,England,"England, Wales",right,195,83,no,2.49,1.91,53.85,17.0,56.03,0.15,0.22,0.0,1.32,1.97,1.47,1,0.15,0,0.0,1.47,0.15,1,0.15,0.21,1,0.15,10,1.47,50.0,10.0,0.0,1.03,28.57,0.73,20.0,0.29,50.0,0.0,1.61,18.18,8.65,25.42,3.37,0.29,0.15,10.7,4.25,1.76,17.88,66.39,3.81,53.85,3.81,76.92,6.3,69.77,16.71,69.3,0.15,0.0,14.6,2.54,0.04,0.73,0.0,0.0,0.29,50.0,0.15,2.64,61.11,1.03,42.86,0.29,50.0,0.44,0.29,1.91,84.62,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,English Championship,Strikers,0,0
J. Yates,Blackpool,Blackpool,CF,24,400000,2024-06-30,9,614,1,1.62,0,0.23,25.21,30.23,England,England,right,175,68,no,4.4,4.1,53.57,4.69,34.38,0.0,0.0,0.15,2.2,2.87,0.59,1,0.15,0,0.0,1.91,0.15,0,0.0,0.24,0,0.0,8,1.17,37.5,12.5,0.0,0.44,33.33,0.29,50.0,0.15,0.0,0.15,2.49,47.06,9.53,24.62,2.64,0.59,0.29,6.45,0.59,0.59,11.73,75.0,3.52,66.67,3.66,84.0,2.2,66.67,10.99,78.67,0.44,0.0,14.66,14.85,0.03,0.29,0.0,0.0,0.59,25.0,0.0,1.76,66.67,0.44,100.0,0.59,25.0,0.59,0.15,2.64,66.67,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,100,English Championship,Strikers,0,0
